,municipio,escrutinio,input_text,target_text
7203,Irura,55.02,EH Bildu | 53.01 | 5 | <null> && EAJ-PNV | 40.51 | 4 | 1 menos && PSOE | 4.51 | 0 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 55.02%, EH Bildu triunfaría en Irura con cinco concejales, lo cual se traduciría en uno más que los registrados en la región durante los pasados comicios. Atendiendo a los datos que se conocen en este momento, la primera plaza ocupada por la formación de izquierda 'abertzale' respondería al 53,01% de los votos. El segundo puesto iría a parar a EAJ-PNV, que obtendría cuatro concejales, uno menos que en la pasada ocasión en este municipio. A las puertas del Salón de Plenos se quedaría el PSOE, como ya ocurrió en los comicios anteriores, con un 4,51%."
2635,"Guardia, La",46.66,PSOE | 62.45 | 7 | <null> && PP | 35.7 | 4 | <null>,"El PSOE sería la fuerza política preferida en La Guardia, al hacerse con siete concejales cuando el recuento de las elecciones municipales alcanza el 46.66% de escrutinio, lo que supondría dos representantes más que en los pasados comicios. Atendiendo a los datos que se conocen en este momento, la primera posición ocupada por la organización de Ferraz respondería al 62,45% de los votos. El segundo puesto iría a parar al PP, que se haría con cuatro concejales, uno menos que en la pasada ocasión en este municipio. "
6038,Llerena,95.92,PSOE | 47.95 | 7 | 2 menos && PP | 30.77 | 4 | 2 más && I.U. | 7.39 | 1 | <null> && Cs | 6.95 | 1 | <null> && PODEMOS | 5.25 | 0 | <null> && VOX | 0.85 | 0 | <null>,"El PSOE sería la fuerza política preferida en Llerena, al hacerse con siete concejales cuando el recuento de las elecciones municipales llega al 95.92% de escrutinio, lo cual significaría dos asientos menos que durante los anteriores comicios en esta localidad. Gracias al 47,99% de las papeletas, la organización de Ferraz se habría impuesto al PP, que con cuatro ediles ostentaría la segunda plaza por delante de IU, con uno, el mismo número que en los pasados sufragios; y Cs, que obtendría un representante. Peor suerte correrían Podemos, que con un 5,25% no se sentaría en el Salón de Plenos; y Vox, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 0,85%."
7189,Elgoibar,46.48,EAJ-PNV | 45.09 | 8 | 1 menos && EH Bildu | 35.42 | 7 | <null> && PSOE | 9.61 | 1 | 1 menos && PODEMOS.IU | 5.87 | 1 | <null> && PP | 3.07 | 0 | 0,"Con un 46.48% de los votos escrutados, EAJ-PNV se impondría en las elecciones municipales de Elgoibar con ocho concejales, lo que se traduciría en un asiento menos que durante los anteriores comicios en esta localidad. La formación nacionalista vasca habría logrado un 45,09% de los votos, mientras que en la segunda plaza aparecería EH Bildu, que con siete representantes, obtendría uno más que en las anteriores votaciones en esta localidad; seguido del PSOE, que obtendría un concejal (9,61%); y Elkarrekin Podemos, que conseguiría uno, con un 5,87%. Fuera estaría el PP, como ya ocurrió en los comicios anteriores, al recabar un 3,07% de apoyos."
5299,Tordera,38.84,JUNTS | 27.16 | 5 | <null> && ERC-AM | 23.46 | 5 | 1 más && PSOE | 16.28 | 3 | 0 && BARCELONA EN COMÚ-ECG | 7.59 | 1 | <null> && Cs | 7.35 | 1 | <null> && CANIT-IDC | 6.51 | 1 | <null> && Capgirem BCN - AMUNT | 5.47 | 1 | <null> && PP | 3.14 | 0 | 1 menos && MVxT | 2.12 | 0 | <null>,"Cuando el escrutinio de las elecciones municipales registra un 38.84%, Junts per Tordera - Jxcat sería la fuerza política preferida en Tordera a nivel porcentual, al hacerse con el 27,16% de los votos que, sin embargo, le procuraría cinco concejales, los mismos que ERC-GdT-Jovent-AM pese a hacerse con un 23,46%. Por detrás de ellos aparecerían el PSC-CP, que se mantendría con tres ediles; ECP-T-ECG, con uno; y Cs, que se haría con uno. Los últimos en conseguir representación serían Més Tordera - Independents de Catalunya, con un edil y CUP-Amunt, que se haría con uno. Tal resultado dejaría sin representación al PP, opción elegida por el 3,14%; y a Moviment Veïnal x Tordera, con un 2,12%."
7978,Foios,74.45,COMPROMÍS MUNICIPAL | 39.04 | 5 | <null> && PSOE | 21.11 | 3 | 1 más && MAS FOIOS | 15.77 | 2 | <null> && PP | 13.96 | 2 | 2 menos && PODEMOS.IU | 6.63 | 1 | <null> && CONTIGO | 2.68 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 74.45%, Compromís Municipal ganaría en Foios con cinco concejales. De acuerdo a los datos ofrecidos por el Ministerio del Interior, la coalición formada por el Bloc, Iniciativa y Els Verds habría conseguido la primera plaza gracias al 39,04% de los votos. En segunda posición estaría el PSOE (21,11%), con tres concejales; seguido de Mas Foios (15,77%), con dos; mientras que el PP y PODEM ocuparían asientos en el Ayuntamiento con dos y un representante, respectivamente. A las puertas del Salón de Plenos se quedaría Contigo, como ya ocurrió en los comicios anteriores, con un 2,68%."
7504,Navarrete,39.53,PP | 40.1 | 5 | 1 más && PSOE | 39.6 | 4 | 1 menos && PR+ | 10.64 | 1 | 0 && I.U. | 8.11 | 1 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 39.53%, el PP vencería en Navarrete con cinco concejales, lo cual significaría uno más que los registrados en la región durante los pasados comicios. Gracias al 40,1% de las papeletas, la formación popular se habría impuesto al PSOE, que con cuatro ediles ostentaría la segunda plaza por delante del Partido Riojano, que se mantendría con un concejal; y IU, que obtendría un miembro del Ayuntamiento. "
1807,Reinosa,33.74,P.R.C. | 36.88 | 5 | 1 menos && PP | 26.02 | 4 | 0 && PSOE | 23.83 | 3 | 1 más && ReC.1 | 8.95 | 1 | <null> && Cs | 2.95 | 0 | <null> && OLA CANTABRIA | 0.5 | 0 | <null>,"El Partido Regionalista de Cantabria sería la fuerza política más votada en Reinosa, al hacerse con cinco concejales cuando el recuento de las elecciones municipales supera el 33.74% de escrutinio, lo cual supondría un representante menos que durante los pasados comicios en esta localidad. Según la información ofrecida en este momento por el Ministerio del Interior, el Partido Regionalista de Cantabria se habría hecho con un 36,88% del electorado que le serviría para estar por delante del PP, que con cuatro representantes, lograría el mismo número que en las anteriores votaciones en esta localidad; el PSOE, con tres, uno más que en los sufragios anteriores; y Reinosa En Común, que con un 8,95% obtendría un representante. Peor suerte correrían Cs, que con un 2,95% no se sentaría en el Salón de Plenos; y Ola Cantabria, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 0,5%."
4678,Rueda,27.35,PSOE | 57.52 | 6 | 2 más && VOX | 20.68 | 2 | <null> && PP | 13.16 | 1 | 3 menos && CI - CCD | 6.64 | 0 | <null>,"El PSOE sería la fuerza política más votada en Rueda, al hacerse con seis concejales cuando el recuento de las elecciones municipales llega al 27.35% de escrutinio, lo que supondría dos representantes más que en los comicios anteriores. El 57,52% de los votos le habría servido a la formación socialista para superar a Vox y al PP, que obtendrían dos (20,68%) y un edil (13,16%), respectivamente. A las puertas del Salón de Plenos se quedaría CI-CCD, como ya ocurrió en los comicios anteriores, con un 6,64%."
6941,Ezcabarte,68.62,AVE-EAB | 52.68 | 5 | <null> && EH Bildu | 35.12 | 3 | <null> && C.I.E. | 11.21 | 1 | <null>,"AVE-EAB sería la fuerza política preferida en Ezcabarte, al hacerse con cinco concejales cuando el recuento de las elecciones municipales alcanza el 68.62% de escrutinio. De acuerdo a los datos que se manejan hasta el momento, Agrupacion Independiente Vecinos por Ezcabarte - Ezkabartearen Alde Bizilagunak se haría con un 52,68% de los votos en juego, seguido de EH Bildu, con tres ediles (35,12% de los votos); y de CIE, con un asiento (11,21%). "
1419,Pedrola,22.38,PSOE | 46.92 | 6 | 1 menos && Cs | 34.04 | 4 | <null> && I.U. | 10.64 | 1 | <null> && PODEMOS-EQUO | 5.1 | 0 | <null> && PP | 2.41 | 0 | 1 menos,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 22.38%, el PSOE se impondría en Pedrola con seis concejales, lo cual supondría un asiento menos que durante los pasados comicios en esta localidad. De acuerdo a los datos que se manejan hasta el momento, la formación socialista se haría con un 46,92% de los votos en juego, seguido de Cs, con cuatro ediles (34,04% de los votos); y de IU, con un asiento (10,64%). "
8011,Manises,23.94,COMPROMÍS MUNICIPAL | 25.46 | 6 | <null> && PP | 22.77 | 5 | 1 menos && PSOE | 17.84 | 4 | 0 && Cs | 11.57 | 3 | <null> && PODEMOS | 8.76 | 2 | <null> && VOX | 5.95 | 1 | <null> && EUPV - SA | 4.39 | 0 | <null> && CCD | 0.99 | 0 | <null> && UIG-SOMVAL-CUIDES | 0.83 | 0 | <null> && CONTIGO | 0.8 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 23.94%, Apm - Compromís Municipal ganaría en Manises con seis concejales. La coalición formada por el Bloc, Iniciativa y Els Verds habría logrado un 25,46% de los votos, mientras que en segundo lugar se situaría el PP, que lograría cinco concejales, uno menos que en la pasada ocasión en esta localidad; seguido del PSOE, con cuatro. El cuarto lugar lo ocuparía Cs, que se habría hecho con tres, seguido de Podem —8,76%— que consigue dos y de Vox —5,95%— con uno. "
5960,Camarles,60.92,ERC-AM | 41.97 | 5 | 0 && JUNTS | 31.42 | 3 | <null> && GOOB - FIC | 24.2 | 3 | <null>,"ERC-AM sería la fuerza política más votada en Camarles, al hacerse con cinco concejales cuando el recuento de las elecciones municipales supera el 60.92% de escrutinio, lo que supondría una cantidad similar que en los anteriores comicios. El 41,97% de las papeletas le habría servido a Esquerra Republicana para superar a Junts per Camarles i Lligallos y a La Veu del Poble (VP) - Federacio d'Independents de Catalunya (FIC), que obtendrían tres (31,42%) y tres ediles (24,2%), respectivamente. "
6445,Oza-Cesuras,95.59,PP | 61.67 | 8 | 1 menos && PSOE | 28.09 | 4 | 1 más && BNG | 9.12 | 1 | 0,"Con un 95.59% de los votos escrutados, el PP ganaría las elecciones municipales de Oza-Cesuras con ocho concejales, lo que significaría un representante menos que durante los pasados comicios en este municipio. De acuerdo a los datos que se manejan hasta el momento, el partido de Génova se haría con un 61,67% de los votos en juego, seguido del PsdeG-PSOE, con cuatro ediles (28,09% de las papeletas); y de BNG, con un asiento (9,12%). "
8100,Turís,79.41,PSOE | 51.58 | 7 | 2 más && Cs | 23.73 | 3 | <null> && PP | 20.66 | 3 | 3 menos && FEPO | 2.86 | 0 | <null>,"Con un 79.41% de los votos escrutados, el PSOE ganaría las elecciones municipales de Turís con siete concejales, lo que supondría un mejor resultado en la región que en los pasados comicios, pues se traduce en dos representantes más. De acuerdo a los datos que se manejan hasta el momento, la organización de Ferraz se haría con un 51,58% de los votos en juego, seguido de Cs, con tres ediles (23,73% de las papeletas); y del PP, con tres asientos (20,66%). El 2,86% alcanzado por FEPO sería insuficiente para entrar en el concejo municipal."
1679,San Bartolomé de Tirajana,14.3,PP | 26.76 | 8 | 5 menos && PSOE | 24.48 | 7 | 3 más && NC-FA | 16.41 | 5 | 1 más && CCa-PNC | 12.37 | 4 | 4 más && Cs | 5.69 | 1 | <null> && UxGC | 4.74 | 0 | 2 menos && PODEMOS | 3.93 | 0 | <null> && VOX | 2.04 | 0 | <null> && SBTME | 1.54 | 0 | 0 && LV-GV | 0.63 | 0 | <null>,"El PP-AV sería la fuerza política preferida en San Bartolomé de Tirajana, al hacerse con ocho concejales cuando el recuento de las elecciones municipales supera el 92,8% de escrutinio, lo que supondría un peor resultado en el municipio que en 2015, pues se traduce en cinco asientos menos. De acuerdo a los datos ofrecidos por el Ministerio del Interior, el partido de Génova habría conseguido la primera plaza gracias al 26,94% de los votos. En segunda posición estaría el PSOE (24,41%), con siete concejales; seguido de NC-FA (16,46%), con cinco; mientras que CCa-PNC y Cs ocuparían asientos en el Consistorio con cuatro y un representante, respectivamente. Peor suerte correrían Unidos por Gran Canaria, que con un 4,69% no se sentaría en el Salón de Plenos; y Podemos, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 3,86%."
2813,Casavieja,56.26,PSOE | 45.46 | 5 | 0 && PP | 44.7 | 4 | 2 más && PODEMOS | 7.98 | 0 | <null>,"Con un 56.26% de los votos escrutados, el PSOE se impondría en las elecciones municipales de Casavieja con cinco concejales, lo cual significaría una cantidad similar que en los pasados comicios. La organización de Ferraz habría obtenido un 45,29% de los votos, mientras que en segundo lugar aparecería el PP, que con cuatro ediles lograría dos más que en las anteriores votaciones en esta localidad. A las puertas del Salón de Plenos se quedaría Podemos, como ya ocurrió en los comicios anteriores, con un 8%."
2393,Horche,1.83,PSOE | 68.58 | 8 | 1 más && PP | 28.22 | 3 | 1 menos,"Con un 1.83% de los votos escrutados, el PSOE se impondría en las elecciones municipales de Horche con ocho concejales, lo cual significaría uno más que los registrados en la región durante los anteriores comicios. La formación socialista habría logrado un 68,58% de los votos, mientras que en segundo lugar aparecería el PP, que lograría tres ediles, uno menos que en la pasada ocasión en este municipio. "
5406,Hostalric,80.5,ERC-AM | 63.58 | 8 | 5 más && JUNTS | 22.74 | 3 | <null> && BARCELONA EN COMÚ-ECG | 6.48 | 0 | <null> && PSOE | 6.02 | 0 | 0,"Con un 80.5% de los votos escrutados, Sumem per Hostalric - Acord Municipal se impondría en las elecciones municipales de Hostalric con ocho concejales, lo que significaría un mejor resultado en la región que en los comicios anteriores, pues se traduce en cinco asientos más. Atendiendo a los datos que se tienen en este momento, la primera posición ocupada por Esquerra Republicana respondería al 63,58% de los votos. El segundo puesto iría a parar a Junts per Hostalric - Emociona't Hostalric, con tres concejales. Tal resultado dejaría sin representación a HeCP-ECG, opción elegida por el 6,48%; y al PSC-CP, con un 6,02%."
